State Name,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Other,Grand Total,total-charging-stations,Charging_Station_Share (%),Chargers per 1k EVs,EV_per_Station
West Bengal,21996,63189.0,7973,734.0,752.0,41.0,2.0,23.0,322.0,14663,89.0,20.692314859565244,5.162283518270554,5717.2445132281355
Gujarat,31600,49793.0,1953,1604.0,117.0,46.0,12.0,33.0,476.0,200305,149.0,17.490324374313623,2.873411956897328,1538.7757448539853
Delhi,36947,85399.0,3297,467.0,245.0,12.0,28.0,34.0,394.0,286578,23.0,22.765046778954932,0.7223494708327862,3540.1133723991347
Telangana,25006,12851.0,2795,1450.0,14.0,48.0,3.0,15.0,411.0,36628,126.0,5.899747632386197,3.345585724875767,1626.0679189278196
Gujarat,57171,66284.0,3791,1507.0,326.0,25.0,19.0,26.0,60.0,191256,68.0,3.061184880952059,1.7815798632010948,4773.993392816815
Tamil Nadu,17171,90614.0,6688,729.0,82.0,12.0,16.0,33.0,381.0,1511,155.0,4.355542599899023,2.323329641126145,1813.8292340529713
West Bengal,20290,13605.0,2680,233.0,430.0,19.0,4.0,12.0,302.0,275017,40.0,13.586354356864868,2.575307786781838,4811.858993228005
Delhi,55051,31819.0,3660,1833.0,600.0,48.0,2.0,38.0,9.0,249013,10.0,22.26525671458181,4.653629897962899,7259.934896900241
Gujarat,54964,47988.0,7812,150.0,840.0,40.0,28.0,27.0,290.0,184765,176.0,22.608528462399555,4.675523771589897,2448.3952841984037
Odisha,32417,40072.0,5685,1932.0,31.0,16.0,5.0,20.0,250.0,228091,188.0,17.409544547275495,6.185349003298673,1244.2796851102976
Andhra Pradesh,47995,7966.0,5617,1830.0,848.0,2.0,14.0,12.0,207.0,276576,73.0,17.27829771576828,1.891052589557062,958.4461222969867
Kerala,58922,14334.0,7708,1614.0,748.0,28.0,12.0,20.0,463.0,238163,17.0,16.534053559240473,3.8930967246495314,6043.152076731664
Chhattisgarh,16299,78117.0,4551,284.0,712.0,46.0,22.0,38.0,320.0,142199,210.0,20.153275703754865,2.781677078254003,310.88789637818013
Punjab,12120,112077.0,1171,628.0,332.0,3.0,19.0,28.0,72.0,146511,276.0,24.00582532382596,0.4043139278541956,7892.577899912012
Haryana,39652,92053.0,321,405.0,170.0,38.0,20.0,37.0,403.0,287309,222.0,21.164179040231637,2.222667218085629,1698.6221101273852
Gujarat,24239,42384.0,4951,111.0,843.0,47.0,16.0,31.0,429.0,293686,147.0,10.515783868529947,3.5954948445986497,4453.327714744028
Uttar Pradesh,49392,105754.0,339,156.0,342.0,43.0,22.0,8.0,378.0,296981,250.0,22.082053598295694,6.9331553981303236,5455.642220788231
Kerala,53850,22110.0,3698,1550.0,484.0,12.0,8.0,15.0,478.0,238230,35.0,6.583648894719027,2.106700941317242,3384.8902284007913
Odisha,8500,68618.0,2741,1713.0,69.0,30.0,24.0,21.0,479.0,101269,252.0,6.850353124382139,2.8063707968657323,330.20690594435456
Karnataka,10401,33312.0,2758,1252.0,485.0,21.0,5.0,15.0,3.0,64487,64.0,10.946215383191749,6.7839776034021355,6297.905258611945
Rajasthan,39156,56493.0,2360,971.0,327.0,26.0,24.0,25.0,381.0,172261,107.0,10.956289317098713,0.9285623733808146,4574.027563387154
Bihar,13551,105315.0,2899,1653.0,775.0,49.0,20.0,22.0,384.0,193324,133.0,15.566942860583245,0.4720511147068688,1957.670624460431
Karnataka,24684,78726.0,6673,1108.0,63.0,32.0,12.0,32.0,249.0,278789,129.0,17.920846139631944,4.153888847381014,5840.057083408754
Karnataka,29016,42562.0,5129,917.0,993.0,4.0,28.0,33.0,264.0,263311,144.0,0.8612284098581947,3.98341481230396,6876.53521819374
Uttarakhand,27228,76038.0,7859,1891.0,157.0,48.0,19.0,5.0,179.0,58887,143.0,6.531186171893316,5.340350026919172,93.64246350788173
Jharkhand,54081,67912.0,5043,1951.0,376.0,44.0,0.0,12.0,197.0,7396,129.0,20.662666241251653,4.027900888272807,6531.3326639895595
Assam,47743,17422.0,2663,250.0,608.0,26.0,14.0,30.0,107.0,246642,230.0,10.434667909253553,3.729763807373047,6457.2859929165825
Chhattisgarh,4930,24238.0,5680,106.0,801.0,18.0,10.0,15.0,48.0,297694,216.0,13.228875040668141,5.6363691279625625,835.4666600657229
Maharashtra,15505,60120.0,5036,1849.0,720.0,37.0,29.0,10.0,234.0,45512,9.0,14.283261752107897,0.21606883230513596,3481.714834990499
Assam,12790,57152.0,513,500.0,558.0,0.0,14.0,6.0,409.0,180122,276.0,2.140255036349239,6.371551708321904,1416.4492686330204
Uttarakhand,41818,102755.0,1645,1806.0,286.0,4.0,2.0,4.0,32.0,179531,41.0,10.46890203294584,1.708237608457759,3900.0563504489546
Chhattisgarh,8679,4333.0,5788,373.0,829.0,27.0,3.0,9.0,475.0,24468,279.0,21.601827263627516,2.5792645848108653,6317.454457660085
Tamil Nadu,25314,64927.0,7016,1278.0,53.0,11.0,23.0,27.0,453.0,275937,152.0,0.7830215720674469,1.2270874828249727,4641.642504576564
Jharkhand,14731,42701.0,6811,1183.0,735.0,27.0,23.0,33.0,138.0,213371,168.0,14.637595035566237,3.2615350522350806,5038.702035030588
Bihar,21359,96108.0,5304,242.0,351.0,4.0,1.0,17.0,420.0,256358,126.0,20.55357012491029,2.082867598725474,4534.527894854668
Maharashtra,11448,57860.0,6770,1301.0,963.0,3.0,28.0,18.0,205.0,255201,244.0,17.88752022628603,6.672707813200693,2898.299289277035
Punjab,44902,105755.0,2976,174.0,151.0,28.0,6.0,14.0,268.0,236069,192.0,3.296675216436301,5.604009444283179,6936.392850178537
Assam,36191,56036.0,5049,1763.0,988.0,18.0,8.0,5.0,111.0,222176,237.0,14.155465878384495,4.109464895265808,1461.7883224354462
Gujarat,15902,118430.0,1404,1946.0,574.0,40.0,2.0,23.0,144.0,193725,236.0,2.803497801252499,0.26719675794580466,7929.305596079781
Madhya Pradesh,24161,7265.0,310,1107.0,709.0,9.0,27.0,39.0,351.0,136189,247.0,14.288972143286339,3.000520565800864,3841.445904916554
Kerala,44447,98907.0,6459,166.0,591.0,33.0,21.0,39.0,127.0,30892,277.0,16.186154255383826,6.91514210860418,3244.0923751065275
Punjab,24426,72631.0,1494,1403.0,885.0,30.0,6.0,35.0,132.0,183315,11.0,15.581892049536775,3.951042473522089,5994.897363961266
Karnataka,10335,61378.0,2215,65.0,817.0,11.0,1.0,27.0,401.0,257956,192.0,19.892085266302317,6.4998631562217,7123.012112438744
Uttar Pradesh,53081,39444.0,5901,188.0,685.0,47.0,10.0,31.0,440.0,99257,157.0,5.958325857414391,3.821733108646128,6296.227788270804
Kerala,30311,13875.0,3838,89.0,517.0,15.0,7.0,18.0,374.0,177441,118.0,12.052924728219246,3.113852581831903,1132.6883889123462
Bihar,35889,73784.0,1994,1244.0,272.0,4.0,19.0,38.0,379.0,200489,69.0,7.337333040856276,3.7597430851973757,1847.2114444501533
Odisha,21685,67205.0,5840,839.0,675.0,43.0,28.0,11.0,317.0,48187,18.0,22.322283671860625,1.2320966856346087,4874.998975991521
Kerala,50156,56569.0,2591,1525.0,599.0,2.0,3.0,11.0,20.0,177797,215.0,11.439428972612363,0.5630437089891199,5916.841602845061
Uttarakhand,55282,75165.0,5204,1633.0,167.0,49.0,14.0,0.0,208.0,196569,177.0,13.766380129061812,0.9670208870964886,436.322878000512
Maharashtra,8115,91819.0,7941,91.0,812.0,5.0,22.0,28.0,234.0,233255,205.0,9.208538213207557,3.2706249386889485,1892.952185873002
Bihar,13238,93615.0,6230,509.0,645.0,38.0,27.0,0.0,6.0,178936,254.0,10.30878416256139,4.049546848472286,3441.4001225492357
Haryana,51398,93349.0,5468,455.0,20.0,39.0,12.0,4.0,20.0,286159,87.0,5.211736944629522,5.147021349471479,1574.5498699379982
Telangana,59060,56042.0,7116,1569.0,329.0,16.0,22.0,5.0,78.0,201067,217.0,4.7639414264724325,3.1083373790811555,4395.97421690868
Punjab,4115,46763.0,7043,1738.0,40.0,43.0,9.0,4.0,496.0,288893,198.0,2.8221643567854704,0.35319915172468275,3718.6274097403166
Andhra Pradesh,15064,102893.0,270,1048.0,880.0,10.0,18.0,17.0,244.0,263128,275.0,17.538882518957294,6.792231010072683,757.5984986848188
Delhi,41519,49034.0,539,1888.0,688.0,17.0,24.0,28.0,380.0,221380,20.0,11.778278317872534,3.3878228990888766,7775.702453085971
Punjab,37057,115907.0,5829,82.0,959.0,4.0,1.0,30.0,145.0,42904,295.0,23.155514131750994,4.8418761087847635,4692.255650396505
Rajasthan,3545,99923.0,2036,860.0,864.0,4.0,21.0,25.0,256.0,231217,86.0,4.263514817719269,3.356992739477158,1595.143739418742
Bihar,22920,28656.0,2827,1019.0,434.0,0.0,27.0,16.0,264.0,255979,157.0,11.317124326143027,1.1996372248148766,3080.5228970180574
Madhya Pradesh,41832,97668.0,7185,1906.0,568.0,39.0,21.0,29.0,146.0,119969,257.0,8.266983687054843,3.2402026760995497,4589.86331568143
Rajasthan,58642,6607.0,7691,1394.0,166.0,39.0,15.0,10.0,55.0,242249,106.0,3.204164816025532,2.9883074606400486,3455.270293682864
Punjab,16583,98419.0,3807,881.0,474.0,42.0,2.0,28.0,73.0,213686,162.0,10.305101940568255,1.475804312659754,4454.293412174202
Assam,16022,96779.0,3363,164.0,6.0,9.0,13.0,38.0,323.0,188182,201.0,3.878920278374599,1.6729475073634383,1156.0707721257572
Karnataka,8367,46893.0,3650,1911.0,546.0,27.0,24.0,30.0,76.0,45248,95.0,23.708100874438166,3.6510855060491747,3626.9612378671454
Madhya Pradesh,33190,48014.0,1092,87.0,955.0,16.0,12.0,29.0,276.0,291841,100.0,11.935321852067066,3.4952391696550063,906.5050309146408
Chhattisgarh,49108,115227.0,3536,1461.0,361.0,26.0,27.0,28.0,324.0,4471,260.0,14.818785603834845,0.7106419321554754,87.56905955306513
Tamil Nadu,3073,106288.0,4920,1273.0,801.0,4.0,26.0,15.0,150.0,69173,121.0,17.327401435492394,3.746205598757673,2465.2769101669683
Madhya Pradesh,48095,95838.0,3954,10.0,415.0,44.0,18.0,32.0,51.0,131215,290.0,13.854699533401376,6.6688963942441335,3574.602553791363
Madhya Pradesh,51378,99322.0,1755,1162.0,452.0,20.0,24.0,8.0,498.0,182958,140.0,3.9540578696239743,6.284146419153958,3387.6113932796056
Jharkhand,44814,32421.0,3036,542.0,692.0,31.0,24.0,3.0,15.0,12609,195.0,6.62480601809358,3.6117046277650924,767.0446862977451
Rajasthan,15210,12487.0,4045,603.0,386.0,13.0,6.0,32.0,0.0,271188,216.0,17.96409786200009,3.7827372678762585,2854.2592695793796
Bihar,36156,20526.0,3006,1040.0,413.0,8.0,1.0,22.0,102.0,278826,268.0,11.105628093545121,5.385061883927101,1326.8609518301396
Punjab,4862,35238.0,3991,367.0,753.0,36.0,22.0,32.0,317.0,191015,128.0,22.242649335154905,5.88135599591107,1247.522022386673
Madhya Pradesh,48362,32320.0,6752,1581.0,725.0,30.0,14.0,22.0,37.0,299583,169.0,5.923163247876574,3.4930685269947075,6796.808357323413
Maharashtra,27359,17461.0,6195,920.0,298.0,16.0,12.0,6.0,366.0,109315,78.0,12.83421810203267,1.5871213428631246,1855.5546735436224
Assam,15355,33185.0,2750,1608.0,373.0,7.0,18.0,16.0,60.0,282083,187.0,8.248058377993459,1.441332130974748,5069.162915658081
Karnataka,52828,5145.0,6597,40.0,939.0,19.0,18.0,20.0,363.0,143006,244.0,3.335666690073008,2.6555812267679393,7642.074730567913
Telangana,32739,56985.0,4212,1653.0,334.0,37.0,11.0,39.0,122.0,25581,34.0,22.897574211806486,0.768923348698931,2539.0021964770526
Odisha,3399,110192.0,5737,1091.0,950.0,17.0,3.0,33.0,326.0,281254,144.0,13.74364250060912,4.495053656035416,7401.840340399125
Karnataka,7102,53547.0,7151,58.0,213.0,31.0,6.0,8.0,398.0,288873,247.0,9.273327718567048,5.115309342744277,5309.873048436241
Assam,22989,57208.0,6509,1262.0,781.0,3.0,12.0,20.0,273.0,162591,266.0,18.701978198876493,2.482051054986725,3042.739957748975
Assam,49576,5759.0,4970,1977.0,760.0,28.0,22.0,21.0,153.0,216918,241.0,5.114538570554326,4.339438560348902,1291.6361188400554
Madhya Pradesh,18317,67023.0,1502,200.0,885.0,29.0,4.0,11.0,131.0,290138,141.0,24.21892190340715,0.30089145698062203,2234.625689063405
Chhattisgarh,48529,27867.0,3573,1479.0,504.0,33.0,27.0,37.0,233.0,26006,22.0,23.017788471445925,4.478622343949448,6039.350778478482
Rajasthan,37437,12107.0,6069,743.0,184.0,27.0,2.0,11.0,398.0,287979,188.0,8.977696158078192,5.274032649596634,1513.1803033973665
Madhya Pradesh,57072,63041.0,6743,1914.0,722.0,27.0,9.0,18.0,353.0,260882,182.0,16.802418491009124,1.5941744319715967,2963.6094371068416
Uttarakhand,21874,37054.0,3965,1211.0,76.0,1.0,23.0,4.0,457.0,36424,82.0,22.467707967826566,1.146816450507288,1589.8053997016384
Kerala,22197,36125.0,3073,1655.0,699.0,13.0,23.0,24.0,168.0,28072,49.0,8.540231209583565,3.4432575468975433,812.2808482547571
Uttar Pradesh,39112,62914.0,3526,907.0,235.0,2.0,8.0,26.0,163.0,81613,41.0,12.571380887155161,6.323580616772015,2237.3171484076875
Assam,49190,26018.0,4000,1249.0,7.0,42.0,14.0,22.0,59.0,43101,242.0,1.8722642325989556,6.93947903583305,6414.935517284211
Rajasthan,1708,53753.0,7398,781.0,47.0,42.0,24.0,27.0,20.0,141880,5.0,14.882477699456452,4.119370184099224,538.5480840165008
Rajasthan,55763,36350.0,7023,1107.0,134.0,25.0,19.0,5.0,381.0,208616,118.0,14.820237165805153,4.319161024155708,6652.087130657277
Bihar,7777,6049.0,2591,1868.0,153.0,7.0,8.0,36.0,34.0,16744,272.0,2.9974784503834226,5.396016975745263,5875.548594879475
Uttarakhand,52752,73993.0,544,1029.0,119.0,13.0,17.0,33.0,422.0,108144,230.0,11.652865949043667,6.776625381545839,3982.979599879789
Madhya Pradesh,5873,83803.0,959,1301.0,760.0,10.0,27.0,23.0,211.0,92062,51.0,12.281875162128355,3.766180591082313,3316.5315569170816
Bihar,9571,33882.0,4061,1151.0,460.0,16.0,17.0,26.0,440.0,255651,53.0,10.470856821127468,0.22064728102712095,2515.3973405872125
Assam,45658,35914.0,219,192.0,684.0,5.0,15.0,13.0,153.0,55572,95.0,12.326759962588524,0.28497028045670714,1374.773617868428
Chhattisgarh,7858,19891.0,1041,747.0,999.0,27.0,6.0,24.0,132.0,208183,59.0,23.89454208421475,3.492943335571783,7908.969378640276
Punjab,18557,113986.0,6645,1823.0,267.0,12.0,22.0,11.0,244.0,150416,157.0,17.05336774996765,5.4259184807122,6745.848787713505
West Bengal,11918,61215.0,3178,500.0,961.0,6.0,10.0,18.0,323.0,198343,178.0,1.2797155791224948,0.4484672310615798,5959.153308432427
Delhi,24322,34840.0,7675,1564.0,583.0,28.0,23.0,6.0,341.0,85525,52.0,11.437310586813677,2.4462324093531724,6337.128775893185
Madhya Pradesh,28880,91382.0,2210,1880.0,808.0,11.0,23.0,0.0,42.0,212774,28.0,24.258067161600565,2.4930197823751756,321.4846271519504
Odisha,20679,4217.0,5249,80.0,724.0,11.0,29.0,24.0,309.0,184551,279.0,16.959603198836525,5.89019713598294,1595.1901374028164
Uttarakhand,23922,27978.0,4402,1834.0,510.0,36.0,19.0,22.0,141.0,121053,245.0,17.646224976361143,6.750083070696601,1514.1028354504435
Assam,17670,103746.0,4893,1856.0,448.0,8.0,6.0,30.0,181.0,265122,232.0,15.015588209621006,4.565602443564989,6355.4168590847
Uttar Pradesh,10453,67024.0,237,480.0,176.0,36.0,21.0,10.0,359.0,4638,229.0,18.063161878389927,4.449198587586873,6822.844666636904
Assam,52227,79130.0,4431,228.0,449.0,1.0,19.0,11.0,330.0,61691,276.0,1.8258928907920002,0.885546213754392,4537.160774100895
Assam,31700,61019.0,6103,1630.0,663.0,36.0,25.0,31.0,152.0,260715,232.0,16.45995887043601,6.08523012656729,1549.01597226235
Uttar Pradesh,14979,82959.0,5075,1668.0,278.0,37.0,29.0,38.0,306.0,138458,79.0,4.636134549029875,3.340094855544076,4476.197881641736
Andhra Pradesh,48005,107318.0,3035,735.0,912.0,9.0,12.0,7.0,387.0,152555,275.0,22.499563839221768,4.231027327039506,2080.5488193495185
West Bengal,19355,95735.0,1220,304.0,207.0,36.0,6.0,28.0,369.0,268982,17.0,1.5327373584835278,3.361406315826844,2936.3585286168186
West Bengal,19864,101771.0,1253,61.0,770.0,46.0,26.0,2.0,264.0,271101,226.0,11.039830774001231,6.109034700260611,2542.8352429739643
Karnataka,50983,74551.0,4396,1628.0,569.0,35.0,21.0,6.0,349.0,279574,45.0,22.016058597029843,2.589961362842802,7632.946392893638
Delhi,39488,91916.0,3491,1412.0,461.0,31.0,26.0,23.0,408.0,25890,92.0,14.189460603704216,0.22268453385949397,6838.178460409917
Telangana,56634,27572.0,3813,1857.0,465.0,7.0,26.0,17.0,229.0,156309,242.0,6.619307753782801,6.717073620583343,6746.932570921455
Bihar,22063,114750.0,1227,917.0,559.0,42.0,29.0,37.0,189.0,286758,97.0,6.912937948378195,5.039812875596919,7347.226368121206
Madhya Pradesh,37974,30747.0,7157,1048.0,252.0,41.0,26.0,33.0,20.0,173960,200.0,18.598875724097123,0.8546081340891171,7128.397762741304
Punjab,22297,70670.0,5128,1612.0,675.0,38.0,12.0,37.0,197.0,27607,182.0,20.80255304364044,4.391001403039898,5076.657500122556
Odisha,33239,31603.0,2921,1418.0,470.0,31.0,16.0,33.0,216.0,95161,285.0,21.420800361687597,3.7419910706215607,763.6373886555403
Karnataka,45048,108483.0,6473,557.0,58.0,4.0,22.0,6.0,281.0,146271,77.0,5.973495266451583,2.837606800048701,1824.9729785109964
Andhra Pradesh,14250,7619.0,3045,1522.0,349.0,23.0,20.0,25.0,321.0,232363,261.0,23.668893193065532,1.4333880130729095,1210.639232867435
Rajasthan,19913,60378.0,4057,1402.0,257.0,33.0,19.0,32.0,229.0,23575,287.0,16.764666837797918,2.9563859270017976,6638.991715042176
Andhra Pradesh,15010,86102.0,1212,574.0,583.0,9.0,2.0,33.0,97.0,56997,34.0,6.230292094570993,5.565470457528735,3239.330386083439
Jharkhand,27295,54650.0,4783,79.0,110.0,2.0,11.0,29.0,68.0,117877,222.0,17.615119131056645,2.7429307158462297,7096.427787048328
Karnataka,16981,60522.0,2867,1025.0,587.0,45.0,28.0,30.0,141.0,51833,36.0,15.485812012351737,3.77619248190829,7853.528548840579
Chhattisgarh,21806,115540.0,1424,1304.0,730.0,2.0,20.0,4.0,10.0,297822,30.0,2.348711248176733,3.068263481669583,683.0875724162236
Gujarat,35618,28829.0,1290,200.0,47.0,1.0,6.0,12.0,376.0,53230,27.0,6.055645003726923,5.544801891079853,7876.098931760768
West Bengal,11796,115592.0,5644,1256.0,500.0,27.0,14.0,19.0,340.0,199462,43.0,3.2188162701170127,5.631394777958455,5158.49820463699
Haryana,7386,102527.0,7397,1421.0,103.0,8.0,14.0,17.0,425.0,118128,145.0,15.674757273765103,3.3756580377404095,4602.415969211917
Jharkhand,15071,29294.0,2945,339.0,210.0,20.0,14.0,17.0,13.0,31890,151.0,12.168954026469953,3.24821278126451,3238.463177230943
Assam,38898,37492.0,3383,340.0,79.0,41.0,1.0,18.0,395.0,156340,225.0,23.841903804139566,6.300104159475696,4884.339232717328
Karnataka,39062,105283.0,7403,202.0,539.0,48.0,6.0,37.0,481.0,161757,142.0,6.203686902868789,5.9806673930797585,6590.78007356433
Kerala,28484,65507.0,1244,1531.0,11.0,15.0,16.0,9.0,94.0,215161,241.0,18.851311525375028,4.4966702026566665,1818.8200860577365
Delhi,24389,61768.0,4773,30.0,399.0,46.0,0.0,0.0,284.0,4957,61.0,15.300437063238565,3.8857582585496773,2402.81293760181
Jharkhand,51074,85756.0,1324,24.0,967.0,42.0,17.0,38.0,475.0,128762,64.0,13.854004559291369,6.517587822336717,649.4666904881748
Karnataka,2749,80516.0,3007,1726.0,880.0,18.0,16.0,10.0,45.0,260578,212.0,11.912684339639585,5.3731987890386295,3990.7318983070245
Karnataka,58772,98818.0,4566,1524.0,277.0,20.0,0.0,10.0,439.0,229656,265.0,13.478403299834497,0.14551535622661257,7382.541678179692
Kerala,28992,15122.0,5733,635.0,546.0,28.0,7.0,30.0,465.0,92422,237.0,5.725597592590551,6.874937637908764,6287.4795751386855
Uttar Pradesh,7831,23155.0,5325,1079.0,967.0,9.0,11.0,30.0,219.0,212389,218.0,6.231565947518428,3.1211857483158916,2780.352139746936
Jharkhand,10234,57699.0,6743,208.0,550.0,45.0,16.0,21.0,145.0,181215,242.0,13.010850715444068,3.5398475812189436,174.46002247747003
Kerala,4739,21130.0,3460,1002.0,498.0,30.0,7.0,16.0,371.0,248758,170.0,12.929544802947476,0.502217719744275,1118.232133261992
Madhya Pradesh,18255,67876.0,153,1919.0,573.0,2.0,2.0,20.0,86.0,254327,65.0,1.3717098696539982,3.081731975594705,6265.890585012652
Kerala,55316,92570.0,7005,1427.0,362.0,46.0,25.0,17.0,347.0,291850,81.0,9.56202046075849,3.628669935815458,3352.449600656933
Andhra Pradesh,37420,37461.0,5345,563.0,994.0,26.0,4.0,7.0,256.0,137768,278.0,23.18762834388041,1.708976852021271,7630.094544684351
Assam,9173,77383.0,1545,160.0,143.0,32.0,25.0,19.0,448.0,48648,90.0,16.21127736064352,6.292446213045553,2868.814263100016
West Bengal,31400,26668.0,7261,1158.0,965.0,43.0,20.0,30.0,110.0,11846,68.0,21.279866604240034,3.1756010416278655,4646.74028651409
Chhattisgarh,14056,53484.0,3295,1668.0,458.0,22.0,18.0,26.0,300.0,242095,11.0,20.962328900265867,1.730251407904329,2846.098442389105
Punjab,36015,38219.0,4621,1178.0,618.0,1.0,0.0,37.0,102.0,19169,194.0,21.688710467518217,3.9204275065986938,696.6909052745648
Andhra Pradesh,41555,89865.0,1878,820.0,526.0,35.0,5.0,31.0,360.0,91369,273.0,7.355477520732659,1.9507741201775566,3773.186969774814
Bihar,15834,73424.0,320,776.0,862.0,20.0,27.0,7.0,10.0,229012,289.0,3.080762254563142,5.552485506683852,5327.612224910183
West Bengal,43711,89947.0,4372,1943.0,866.0,31.0,5.0,8.0,288.0,69463,16.0,3.773970319294847,0.8294404291798132,4642.467636070209
Bihar,23987,57474.0,2570,626.0,743.0,43.0,27.0,33.0,102.0,122907,98.0,17.077312607409727,6.113713751782949,1463.5089498027282
Jharkhand,37073,79118.0,4483,1406.0,129.0,18.0,1.0,24.0,244.0,139857,48.0,0.9413157257857001,3.6964936270149042,2902.4202623635747
Rajasthan,30662,74253.0,3278,777.0,97.0,23.0,12.0,22.0,151.0,43141,164.0,2.9639190156418693,4.272706908237929,2867.0629729719676
Kerala,42668,29222.0,5614,248.0,525.0,3.0,27.0,39.0,444.0,118731,30.0,8.968592000618168,4.399873406428635,5040.047665771187
Telangana,58561,36933.0,4628,1330.0,391.0,27.0,16.0,38.0,154.0,205523,153.0,5.13534272385432,4.254737375358278,2736.2530787614937
Bihar,8244,88734.0,832,1417.0,935.0,15.0,5.0,17.0,410.0,171058,149.0,8.689664177769743,6.409326405946375,7610.149225723113
Madhya Pradesh,47118,17789.0,1356,1413.0,912.0,17.0,2.0,2.0,392.0,266778,175.0,13.67430331540771,6.458838788121451,4094.0627518473193
Bihar,11067,14759.0,6153,1299.0,327.0,11.0,18.0,18.0,196.0,225852,149.0,20.373151529414347,2.041780822509821,7788.278090735922
Andhra Pradesh,39967,91673.0,7639,1151.0,69.0,41.0,17.0,39.0,97.0,172771,117.0,24.55664939295328,4.103265243418809,4187.739752474566
Rajasthan,8230,80486.0,3314,571.0,963.0,20.0,25.0,20.0,126.0,93074,67.0,19.059889714021516,4.5705672460798015,1459.6472178302995
Chhattisgarh,12101,99758.0,1083,1854.0,199.0,40.0,24.0,20.0,292.0,224785,7.0,0.9990736038199792,2.4055790457395583,190.48227577610592
Delhi,57272,74219.0,6363,284.0,826.0,40.0,1.0,39.0,483.0,80779,30.0,9.065308273909032,4.7923373393978865,5921.854584880921
Delhi,2327,89686.0,2876,1406.0,469.0,20.0,27.0,26.0,188.0,157862,57.0,1.5047942029001278,2.717605325175985,1166.5611004015393
Jharkhand,28107,16798.0,3721,145.0,722.0,0.0,15.0,4.0,406.0,245027,20.0,14.15507753197961,5.282914663914298,3192.2230530402985
Haryana,6826,72060.0,5040,1537.0,840.0,19.0,17.0,22.0,62.0,296382,138.0,14.047130524026066,2.1531946113808695,4077.160928988273
Madhya Pradesh,52940,92019.0,6314,391.0,661.0,23.0,25.0,25.0,470.0,236226,257.0,23.141121379783865,5.2508148821415945,2342.3940426731706
Madhya Pradesh,3032,36172.0,3878,1669.0,327.0,0.0,9.0,7.0,174.0,133159,192.0,5.740991246165118,5.336816857265074,5804.020191382428
Karnataka,50980,17860.0,3226,602.0,750.0,11.0,28.0,22.0,280.0,212467,110.0,13.277978876650948,4.5118821958224045,5146.991609215215
Uttarakhand,37079,57754.0,7176,1385.0,171.0,48.0,10.0,18.0,55.0,7731,9.0,12.676821041984516,6.457035520884077,3368.4298881534746
Punjab,54507,78650.0,3741,696.0,69.0,5.0,24.0,37.0,258.0,89361,77.0,3.341166530214069,6.031917632480821,207.77669688568128
Odisha,18020,82239.0,4907,1045.0,236.0,45.0,11.0,25.0,414.0,189692,99.0,13.960306100867365,3.120026376004796,2131.0226377219674
Uttarakhand,26711,27095.0,3115,1190.0,935.0,2.0,27.0,33.0,26.0,276649,41.0,3.5966003956467856,3.104962234216648,6942.39999221483
Punjab,36458,106107.0,3429,990.0,951.0,20.0,8.0,12.0,142.0,280763,132.0,13.762593181544197,4.325664916443875,3396.9979454131417
Madhya Pradesh,10913,110960.0,2081,972.0,186.0,5.0,23.0,33.0,431.0,67020,84.0,16.141806276950135,6.823796502011968,3599.8505519749624
Bihar,13449,86998.0,3904,684.0,333.0,49.0,24.0,28.0,476.0,55547,216.0,9.250994655074054,4.433500042966351,3784.530934548259
Uttar Pradesh,35099,81247.0,3336,250.0,83.0,24.0,0.0,27.0,284.0,299208,107.0,15.615540738782014,0.10270186124654417,5593.331930734204
Uttar Pradesh,35102,76854.0,488,299.0,739.0,46.0,1.0,15.0,95.0,1892,139.0,0.9117975376478429,4.496952499533971,6994.346196175006
Haryana,48568,52716.0,7261,580.0,658.0,29.0,2.0,2.0,290.0,201615,260.0,6.88101799027078,2.8993060309081433,1439.2294730179347
Karnataka,29047,80557.0,3076,108.0,287.0,35.0,6.0,3.0,82.0,11626,66.0,23.229914914876236,0.5771892072017107,2644.3389928621154
Bihar,45307,10150.0,1680,1611.0,663.0,12.0,25.0,38.0,43.0,140293,53.0,21.221034525591953,4.396505911410704,4892.554806673708
Kerala,48116,79183.0,4318,1327.0,451.0,31.0,5.0,15.0,384.0,278528,32.0,11.360873157749904,5.796439805094518,1862.7714307216074
Karnataka,34463,30295.0,5425,133.0,268.0,15.0,9.0,20.0,320.0,108713,56.0,17.479031173846096,3.7661520048440393,5922.359508792082
Uttar Pradesh,48704,3329.0,1418,443.0,269.0,47.0,24.0,30.0,403.0,36590,241.0,24.934551565862755,5.2547081859897995,1623.76273996063
Rajasthan,57108,98228.0,3799,1329.0,468.0,4.0,23.0,13.0,197.0,53918,245.0,8.871914940939298,6.327788998581709,6775.743220073595
Gujarat,54738,10576.0,2854,427.0,626.0,39.0,1.0,15.0,280.0,143537,23.0,24.15478401618971,6.050948786900398,4658.114108630596
Chhattisgarh,45501,8907.0,5773,734.0,684.0,6.0,14.0,0.0,245.0,23974,16.0,8.903569167175519,1.3293531226687822,6907.839040271184
